stock_id,dates,adjusted close,volume
GOOGL,2021-11-30,141.8975,30278875.0
GOOGL,2021-10-29,148.046,36040000.0
GOOGL,2021-09-30,133.676,29545719.0
GOOGL,2021-08-31,144.6975,23041294.0
GOOGL,2021-07-30,134.7265,30452492.0
GOOGL,2021-06-30,122.0895,27241174.0
GOOGL,2021-05-28,117.8425,30175239.0
GOOGL,2021-04-30,117.675,35119920.0
GOOGL,2021-03-31,103.126,37837953.0
GOOGL,2021-02-26,101.0955,33609952.0
GOOGL,2021-01-29,91.368,39569373.0
GOOGL,2020-12-31,87.632,30424255.0
GOOGL,2020-11-30,87.72,31560329.0
GOOGL,2020-10-30,80.8055,42753029.0
GOOGL,2020-09-30,73.28,41834280.0
GOOGL,2020-08-31,81.4765,30731651.0
GOOGL,2020-07-31,74.3975,41090608.0
GOOGL,2020-06-30,70.9025,40715938.0
GOOGL,2020-05-29,71.676,36255952.0
GOOGL,2020-04-30,67.335,56214524.0
GOOGL,2020-03-31,58.0975,78534591.0
GOOGL,2020-02-28,66.9625,41565155.0
GOOGL,2020-01-31,71.639,33629150.0
GOOGL,2019-12-31,66.9695,28279817.0
GOOGL,2019-11-29,65.2045,26359574.0
GOOGL,2019-10-31,62.94,30611918.0
GOOGL,2019-09-30,61.057,26274335.0
GOOGL,2019-08-30,59.5265,29345892.0
GOOGL,2019-07-31,60.91,35763639.0
GOOGL,2019-06-28,54.14,35623822.0
GOOGL,2019-05-31,55.325,37137156.0
GOOGL,2019-04-30,59.948,32374805.0
GOOGL,2019-03-29,58.8445,33186195.0
GOOGL,2019-02-28,56.3275,32610016.0
GOOGL,2019-01-31,56.2945,34860110.0
GOOGL,2018-12-31,52.248,42869863.0
GOOGL,2018-11-30,55.4825,39313400.0
GOOGL,2018-10-31,54.529,56549878.0
GOOGL,2018-09-28,60.354,35927191.0
GOOGL,2018-08-31,61.59,34298428.0
GOOGL,2018-07-31,61.361,41806085.0
GOOGL,2018-06-29,56.4595,40184605.0
GOOGL,2018-05-31,55.0,37036543.0
GOOGL,2018-04-30,50.929,49252199.0
GOOGL,2018-03-29,51.857,50738448.0
GOOGL,2018-02-28,55.196,48581820.0
GOOGL,2018-01-31,59.111,31746835.0
GOOGL,2017-12-29,52.67,29093692.0
GOOGL,2017-11-30,51.8085,27895294.0
GOOGL,2017-10-31,51.652,35135039.0
GOOGL,2017-09-29,48.686,28940676.0
GOOGL,2017-08-31,47.762,31859046.0
GOOGL,2017-07-31,47.275,40338583.0
GOOGL,2017-06-30,46.484,43247076.0
GOOGL,2017-05-31,49.3545,34853054.0
GOOGL,2017-04-28,46.226,24344962.0
GOOGL,2017-03-31,42.39,34553208.0
GOOGL,2017-02-28,42.2465,26492197.0
GOOGL,2017-01-31,41.0095,36840255.0
GOOGL,2016-12-30,39.6225,34356689.0
GOOGL,2016-11-30,38.794,48353316.0
GOOGL,2016-10-31,40.495,35391730.0
GOOGL,2016-09-30,40.203,31576994.0
GOOGL,2016-08-31,39.4925,28857075.0
GOOGL,2016-07-29,39.567,32667502.0
GOOGL,2016-06-30,35.1765,41979195.0
GOOGL,2016-05-31,37.4425,34108232.0
GOOGL,2016-04-29,35.394,46661769.0
GOOGL,2016-03-31,38.145,42564849.0
GOOGL,2016-02-29,35.861,67647477.0
GOOGL,2016-01-29,38.0675,51999240.0
GOOGL,2015-12-31,38.9005,43650531.0
GOOGL,2015-11-30,38.1425,37574197.0
GOOGL,2015-10-30,36.8695,50293840.0
GOOGL,2015-09-30,31.86,43458108.0
GOOGL,2015-08-31,32.391,55344735.0
GOOGL,2015-07-31,32.875,68543766.0
GOOGL,2015-06-30,27.002,35218182.0
GOOGL,2015-05-29,27.266,32421761.0
GOOGL,2015-04-30,27.4385,43746541.0
GOOGL,2015-03-31,27.735,43207344.0
GOOGL,2015-02-27,28.1315,40420326.0
GOOGL,2015-01-30,26.8775,52843510.0
GOOGL,2014-12-31,26.533,54469614.0
GOOGL,2014-11-28,27.454,29775322.0
GOOGL,2014-10-31,28.3935,55503010.0
GOOGL,2014-09-30,29.4205,35413703.0
GOOGL,2014-08-29,29.118,29046600.0
GOOGL,2014-07-31,28.9775,38583300.0
GOOGL,2014-06-30,29.2335,39445800.0
GOOGL,2014-05-30,28.5825,41456800.0
GOOGL,2014-04-30,26.744,68887600.0
GOOGL,2014-03-31,27.949,87224100.0
GOOGL,2014-02-28,30.4854,81010500.0
GOOGL,2014-01-31,29.6157,108913300.0
META,2024-01-03,344.47,34493285.0
META,2023-12-29,353.96,334028198.0
META,2023-11-30,327.15,329354280.0
META,2023-10-31,301.27,511372074.0
META,2023-09-29,300.21,406801410.0
META,2023-08-31,295.89,424632813.0
META,2023-07-31,318.6,625339455.0
META,2023-06-30,286.98,481179600.0
META,2023-05-31,264.72,487059059.0
META,2023-04-28,240.32,439810216.0
META,2023-03-31,211.94,690450690.0
META,2023-02-28,174.94,772199855.0
META,2023-01-31,148.97,548770812.0
META,2022-12-30,120.34,653019661.0
META,2022-11-30,118.1,1063814422.0
META,2022-10-31,93.16,1114165581.0
META,2022-09-30,135.68,634744508.0
META,2022-08-31,162.93,551637733.0
META,2022-07-29,159.1,586548218.0
META,2022-06-30,161.25,686376324.0
META,2022-05-31,193.64,680370106.0
META,2022-04-29,200.47,671047219.0
META,2022-03-31,222.36,730939429.0
META,2022-02-28,211.03,1127891130.0
META,2022-01-31,313.26,426742200.0
META,2021-12-31,336.35,437947523.0
META,2021-11-30,324.46,440274313.0
META,2021-10-29,323.57,588382461.0
META,2021-09-30,339.39,338133948.0
META,2021-08-31,379.38,226135690.0
META,2021-07-30,356.3,334221334.0
META,2021-06-30,347.71,344609593.0
META,2021-05-28,328.73,353419284.0
META,2021-04-30,325.08,421280404.0
META,2021-03-31,294.53,497455263.0
META,2021-02-26,257.62,315517591.0
META,2021-01-29,258.33,452021869.0
META,2020-12-31,273.16,363610072.0
META,2020-11-30,276.97,356724889.0
META,2020-10-30,263.11,454176190.0
META,2020-09-30,261.9,499179596.0
META,2020-08-31,293.2,574266263.0
META,2020-07-31,253.67,516844579.0
META,2020-06-30,227.07,548043739.0
META,2020-05-29,225.09,509432028.0
META,2020-04-30,204.71,541538950.0
META,2020-03-31,166.8,649513169.0
META,2020-02-28,192.47,317634511.0
META,2020-01-31,201.91,347787838.0
META,2019-12-31,205.25,278225688.0
META,2019-11-29,201.64,258577372.0
META,2019-10-31,191.65,329115789.0
META,2019-09-30,178.08,267509200.0
META,2019-08-30,185.67,295147285.0
META,2019-07-31,194.23,351062381.0
META,2019-06-28,193.0,426428460.0
META,2019-05-31,177.47,286821828.0
META,2019-04-30,193.4,382184268.0
META,2019-03-29,166.69,388172717.0
META,2019-02-28,161.45,302243555.0
META,2019-01-31,166.69,527561443.0
META,2018-12-31,131.09,558786249.0
META,2018-11-30,140.61,518150415.0
META,2018-10-31,151.79,622446235.0
META,2018-09-28,164.46,500468912.0
META,2018-08-31,175.73,549016789.0
META,2018-07-31,172.58,652763259.0
META,2018-06-29,194.32,387265765.0
META,2018-05-31,191.78,401144183.0
META,2018-04-30,172.0,751130388.0
META,2018-03-29,159.79,983045332.0
META,2018-02-28,178.32,497869797.0
META,2018-01-31,186.89,464919779.0
META,2017-12-29,176.46,308647940.0
META,2017-11-30,177.18,335716436.0
META,2017-10-31,180.06,309836859.0
META,2017-09-29,170.87,300559928.0
META,2017-08-31,171.97,297781301.0
META,2017-07-31,169.25,402911091.0
META,2017-06-30,150.98,405705533.0
META,2017-05-31,151.46,390036541.0
META,2017-04-28,150.25,273330661.0
META,2017-03-31,142.05,342098632.0
META,2017-02-28,135.54,384700625.0
META,2017-01-31,130.32,379004804.0
META,2016-12-30,115.05,408728358.0
META,2016-11-30,118.42,654602125.0
META,2016-10-31,130.99,313284563.0
META,2016-09-30,128.27,376582063.0
META,2016-08-31,126.12,365670913.0
META,2016-07-29,123.94,470108473.0
META,2016-06-30,114.28,451155442.0
META,2016-05-31,118.81,460559986.0
META,2016-04-29,117.58,741613866.0
META,2016-03-31,114.1,521143963.0
META,2016-02-29,106.92,874152635.0
META,2016-01-29,112.21,792709100.0
META,2015-12-31,104.66,440479804.0
META,2015-11-30,104.24,547199822.0
META,2015-10-30,101.97,571991600.0
META,2015-09-30,89.73,634104916.0
META,2015-08-31,89.43,709770559.0
META,2015-07-31,94.01,790781334.0
META,2015-06-30,85.765,537956820.0
META,2015-05-29,79.19,421870709.0
META,2015-04-30,78.77,542124478.0
META,2015-03-31,82.215,575349997.0
META,2015-02-27,78.97,475148609.0
META,2015-01-30,75.91,546057661.0
META,2014-12-31,78.02,534690249.0
META,2014-11-28,77.7,491018048.0
META,2014-10-31,74.99,1083643275.0
META,2014-09-30,79.04,719738102.0
META,2014-08-29,74.82,589592700.0
META,2014-07-31,72.65,1025679500.0
META,2014-06-30,67.29,862067700.0
META,2014-05-30,63.3,1120155500.0
META,2014-04-30,59.78,1884621400.0
META,2014-03-31,60.24,1255440000.0
META,2014-02-28,68.46,1110774100.0
META,2014-01-31,62.57,1294714800.0
MSFT,2024-01-03,370.6,48342098.0
MSFT,2023-12-29,376.04,521914675.0
MSFT,2023-11-30,378.91,564165364.0
MSFT,2023-10-31,337.4254,540963749.0
MSFT,2023-09-29,315.1107,416768824.0
MSFT,2023-08-31,327.0964,479669427.0
MSFT,2023-07-31,334.5299,666956355.0
MSFT,2023-06-30,339.1307,547748450.0
MSFT,2023-05-31,327.031,600453246.0
MSFT,2023-04-28,305.3272,551356990.0
MSFT,2023-03-31,286.4865,747751976.0
MSFT,2023-02-28,247.8511,615540778.0
MSFT,2023-01-31,245.631,666168068.0
MSFT,2022-12-30,237.7113,591366468.0
MSFT,2022-11-30,252.8966,615328220.0
MSFT,2022-10-31,229.4435,671366804.0
MSFT,2022-09-30,230.2045,575416752.0
MSFT,2022-08-31,258.4439,476959033.0
MSFT,2022-07-29,276.9016,534986150.0
MSFT,2022-06-30,253.3185,621501474.0
MSFT,2022-05-31,268.1528,742766114.0
MSFT,2022-04-29,273.0593,622644983.0
MSFT,2022-03-31,303.3544,732627846.0
MSFT,2022-02-28,293.9874,697204843.0
MSFT,2022-01-31,305.3493,946705316.0
MSFT,2021-12-31,330.2305,625743806.0
MSFT,2021-11-30,324.6043,507120518.0
MSFT,2021-10-29,325.0214,516523658.0
MSFT,2021-09-30,276.3103,502931199.0
MSFT,2021-08-31,295.8732,440360333.0
MSFT,2021-07-30,278.704,522303043.0
MSFT,2021-06-30,264.9992,508388858.0
MSFT,2021-05-28,244.2414,495089530.0
MSFT,2021-04-30,246.12,568698272.0
MSFT,2021-03-31,230.1044,724981506.0
MSFT,2021-02-26,226.7958,489396912.0
MSFT,2021-01-29,225.868,647897096.0
MSFT,2020-12-31,216.5785,593966967.0
MSFT,2020-11-30,208.4478,573325190.0
MSFT,2020-10-30,196.6308,631674298.0
MSFT,2020-09-30,204.2641,768528897.0
MSFT,2020-08-31,219.0258,692382980.0
MSFT,2020-07-31,198.6145,769842002.0
MSFT,2020-06-30,197.1613,765012029.0
MSFT,2020-05-29,177.5333,688873081.0
MSFT,2020-04-30,173.1437,984810925.0
MSFT,2020-03-31,152.3715,1612954386.0
MSFT,2020-02-28,156.526,887894931.0
MSFT,2020-01-31,164.0211,555989763.0
MSFT,2019-12-31,151.9481,452664147.0
MSFT,2019-11-29,145.8586,393028043.0
MSFT,2019-10-31,137.6715,560654410.0
MSFT,2019-09-30,133.504,477645820.0
MSFT,2019-08-30,132.3805,585509525.0
MSFT,2019-07-31,130.4059,484553299.0
MSFT,2019-06-28,128.1954,508324437.0
MSFT,2019-05-31,118.3577,547218448.0
MSFT,2019-04-30,124.5254,433157868.0
MSFT,2019-03-29,112.4543,589045341.0
MSFT,2019-02-28,106.8191,469095970.0
MSFT,2019-01-31,99.147,714204787.0
MSFT,2018-12-31,96.4317,944287635.0
MSFT,2018-11-30,105.2802,720228643.0
MSFT,2018-10-31,100.9642,927547942.0
MSFT,2018-09-28,108.1104,480255674.0
MSFT,2018-08-31,106.182,456630721.0
MSFT,2018-07-31,99.8844,569501573.0
MSFT,2018-06-29,92.8507,602585341.0
MSFT,2018-05-31,93.0673,509418119.0
MSFT,2018-04-30,87.6789,668258570.0
MSFT,2018-03-29,85.5695,732866406.0
MSFT,2018-02-28,87.9133,690287596.0
MSFT,2018-01-31,88.6658,543377322.0
MSFT,2017-12-29,79.8282,447828256.0
MSFT,2017-11-30,78.5496,415711970.0
MSFT,2017-10-31,77.2348,440510118.0
MSFT,2017-09-29,69.1659,367134396.0
MSFT,2017-08-31,69.4259,429156682.0
MSFT,2017-07-31,67.1462,451248934.0
MSFT,2017-06-30,63.6642,610120893.0
MSFT,2017-05-31,64.5047,505249296.0
MSFT,2017-04-28,62.8768,428857613.0
MSFT,2017-03-31,60.4889,489173200.0
MSFT,2017-02-28,58.7622,440744043.0
MSFT,2017-01-31,59.0211,494435826.0
MSFT,2016-12-30,56.7296,513579428.0
MSFT,2016-11-30,55.0133,613056964.0
MSFT,2016-10-31,54.3429,614841775.0
MSFT,2016-09-30,52.2388,526855083.0
MSFT,2016-08-31,52.1119,467079004.0
MSFT,2016-07-29,51.0843,647587634.0
MSFT,2016-06-30,46.1183,823987498.0
MSFT,2016-05-31,47.7676,530869347.0
MSFT,2016-04-29,44.6285,699025640.0
MSFT,2016-03-31,49.4252,640372350.0
MSFT,2016-02-29,45.5324,814770780.0
MSFT,2016-01-29,48.9549,927914485.0
MSFT,2015-12-31,49.3015,793070000.0
MSFT,2015-11-30,48.2973,662622220.0
MSFT,2015-10-30,46.462,857330655.0
MSFT,2015-09-30,39.0125,670779566.0
MSFT,2015-08-31,38.4124,776277394.0
MSFT,2015-07-31,40.9506,725458102.0
MSFT,2015-06-30,38.7145,664853340.0
MSFT,2015-05-29,41.0909,633072750.0
MSFT,2015-04-30,42.3757,874535095.0
MSFT,2015-03-31,35.419,824335340.0
MSFT,2015-02-27,38.2026,656509827.0
MSFT,2015-01-30,34.9483,918738022.0
MSFT,2014-12-31,40.1819,626810606.0
MSFT,2014-11-28,41.3583,523008240.0
MSFT,2014-10-31,40.3577,853297059.0
MSFT,2014-09-30,39.8506,860084532.0
MSFT,2014-08-29,39.0511,513429400.0
MSFT,2014-07-31,36.8721,731616500.0
MSFT,2014-06-30,35.6248,555779700.0
MSFT,2014-05-30,34.9755,574362900.0
MSFT,2014-04-30,34.2768,746113500.0
MSFT,2014-03-31,34.7773,778425700.0
MSFT,2014-02-28,32.5035,705304500.0
MSFT,2014-01-31,31.8663,930226200.0
SNAP,2024-01-03,15.78,58183128.0
SNAP,2023-12-29,16.93,529789892.0
SNAP,2023-11-30,13.83,435242899.0
SNAP,2023-10-31,10.01,670955996.0
SNAP,2023-09-29,8.91,375739567.0
SNAP,2023-08-31,10.35,451046850.0
SNAP,2023-07-31,11.36,764055659.0
SNAP,2023-06-30,11.84,475029413.0
SNAP,2023-05-31,10.2,563809011.0
SNAP,2023-04-28,8.71,579087858.0
SNAP,2023-03-31,11.21,725410576.0
SNAP,2023-02-28,10.15,769591088.0
SNAP,2023-01-31,11.56,567930126.0
SNAP,2022-12-30,8.95,595620298.0
SNAP,2022-11-30,10.31,727867410.0
SNAP,2022-10-31,9.91,1376308329.0
SNAP,2022-09-30,9.82,807413435.0
SNAP,2022-08-31,10.88,1274406986.0
SNAP,2022-07-29,9.88,1355394284.0
SNAP,2022-06-30,13.13,869371631.0
SNAP,2022-05-31,14.11,1195122696.0
SNAP,2022-04-29,28.46,650029005.0
